#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2021 08 05 12 30 170  4.4  5.3 99.00 99.00 99.00 999 1015.7  29.5  30.0  25.6 99.0 99.00
2021 08 05 12 40 170  4.7  5.8  0.54  5.26  3.61 148 1015.9  29.5  30.0  25.7 99.0 99.00
2021 08 05 12 50 169  4.7  5.7 99.00 99.00 99.00 999 1015.9  29.5  30.0  25.8 99.0 99.00
2021 08 05 13 00 179  5.6  7.0 99.00 99.00 99.00 999 1016.1  29.4  30.0  26.0 99.0 99.00
2021 08 05 13 10 184  4.8  6.0 99.00 99.00 99.00 999 1016.4  29.2  30.0  26.0 99.0 99.00
2021 08 05 13 20 179  4.3  5.8 99.00 99.00 99.00 999 1016.5  29.3  30.0  25.7 99.0 99.00
2021 08 05 13 30 185  4.8  5.6 99.00 99.00 99.00 999 1016.6  29.4  30.0  24.7 99.0 99.00
2021 08 05 13 40 201  5.5  6.9  0.56  5.00  3.59 153 1016.7  29.4  30.0  25.2 99.0 99.00
2021 08 05 13 50 199  5.2  6.5 99.00 99.00 99.00 999 1016.5  29.2  30.0  25.6 99.0 99.00
2021 08 05 14 00 201  4.7  5.7 99.00 99.00 99.00 999 1016.7  29.1  30.0  25.0 99.0 99.00
2021 08 05 14 10 198  4.4  5.6 99.00 99.00 99.00 999 1016.7  29.3  30.0  25.1 99.0 99.00
2021 08 05 14 20 204  4.7  5.5 99.00 99.00 99.00 999 1016.6  29.3  30.0  24.9 99.0 99.00
2021 08 05 14 30 206  4.2  5.1 99.00 99.00 99.00 999 1016.7  29.3  30.0  25.0 99.0 99.00
2021 08 05 14 40 195  3.9  4.7  0.56  4.76  3.64 141 1016.7  29.4  30.0  25.2 99.0 99.00
2021 08 05 14 50 198  4.2  5.4 99.00 99.00 99.00 999 1016.7  29.4  30.0  25.6 99.0 99.00
2021 08 05 15 00 208  4.1  5.0 99.00 99.00 99.00 999 1016.7  29.3  30.0  25.9 99.0 99.00
2021 08 05 15 10 206  3.8  5.0 99.00 99.00 99.00 999 1017.0  29.3  30.0  26.0 99.0 99.00
2021 08 05 15 20 199  4.9  6.9 99.00 99.00 99.00 999 1016.9  29.3  30.0  25.9 99.0 99.00
2021 08 05 15 30 218  6.6  8.9 99.00 99.00 99.00 999 1017.1  28.8  30.1  24.8 99.0 99.00
2021 08 05 15 40 253  5.4  7.1  0.56  4.55  3.45 140 1017.2  28.4  30.1  24.6 99.0 99.00
2021 08 05 15 50 252  3.4  5.2 99.00 99.00 99.00 999 1017.1  28.3  30.1  23.4 99.0 99.00
2021 08 05 16 00 246  2.3  3.1 99.00 99.00 99.00 999 1017.2  28.8  30.1  24.4 99.0 99.00
2021 08 05 16 10 217  1.6  2.3 99.00 99.00 99.00 999 1017.3  29.0  30.1  25.1 99.0 99.00
2021 08 05 16 20 206  2.1  2.7 99.00 99.00 99.00 999 1017.2  29.2  30.1  25.2 99.0 99.00
2021 08 05 16 30 211  1.6  2.5 99.00 99.00 99.00 999 1017.4  29.3  30.1  25.3 99.0 99.00
2021 08 05 16 40 232  1.6  2.3  0.54  5.00  3.61 157 1017.4  29.4  30.1  25.5 99.0 99.00
2021 08 05 16 50 235  1.3  2.0 99.00 99.00 99.00 999 1017.3  29.4  30.1  25.5 99.0 99.00
2021 08 05 17 00 228  1.2  2.5 99.00 99.00 99.00 999 1017.3  29.5  30.1  25.6 99.0 99.00
2021 08 05 17 10 243  0.8  1.8 99.00 99.00 99.00 999 1017.3  29.7  30.1  25.7 99.0 99.00
2021 08 05 17 20 253  0.2  1.5 99.00 99.00 99.00 999 1017.4  29.8  30.1  25.8 99.0 99.00
2021 08 05 17 30 274  3.7  5.3 99.00 99.00 99.00 999 1017.3  29.4  30.2  25.2 99.0 99.00
2021 08 05 17 40 283  3.3  4.2  0.53  4.17  3.65 158 1017.2  29.2  30.2  24.8 99.0 99.00
2021 08 05 17 50 288  3.5  4.8 99.00 99.00 99.00 999 1017.0  29.3  30.2  24.7 99.0 99.00
2021 08 05 18 00 310  3.0  3.9 99.00 99.00 99.00 999 1017.0  29.1  30.2  24.3 99.0 99.00
2021 08 05 18 10 324  2.1  2.9 99.00 99.00 99.00 999 1017.0  29.1  30.2  23.8 99.0 99.00
2021 08 05 18 20 343  1.0  1.9 99.00 99.00 99.00 999 1016.8  29.1  30.2  23.5 99.0 99.00
2021 08 05 18 30   2  1.9  2.9 99.00 99.00 99.00 999 1016.6  29.1  30.2  23.6 99.0 99.00
2021 08 05 18 40  42  1.0  3.0  0.53  4.55  3.84 148 1016.4  29.1  30.2  23.8 99.0 99.00
2021 08 05 18 50  54  0.0  0.0 99.00 99.00 99.00 999 1016.4  29.1  30.3  24.0 99.0 99.00
2021 08 05 19 00  60  0.8  2.3 99.00 99.00 99.00 999 1016.4  29.2  30.3  24.3 99.0 99.00
2021 08 05 19 10  64  2.2  3.2 99.00 99.00 99.00 999 1016.2  29.2  30.3  24.4 99.0 99.00
2021 08 05 19 20  66  2.2  3.3 99.00 99.00 99.00 999 1016.1  29.3  30.3  24.8 99.0 99.00
2021 08 05 19 30  69  2.8  4.4 99.00 99.00 99.00 999 1016.2  29.2  30.3  24.8 99.0 99.00
2021 08 05 19 40  73  3.3  4.3  0.51  5.56  3.81 161 1016.2  29.1  30.5  24.4 99.0 99.00
2021 08 05 19 50  60  3.8  4.6 99.00 99.00 99.00 999 1016.2  29.2  30.5  24.4 99.0 99.00
2021 08 05 20 00  52  4.3  5.1 99.00 99.00 99.00 999 1016.2  29.2  30.5  24.7 99.0 99.00
2021 08 05 20 10  52  4.4  5.3 99.00 99.00 99.00 999 1016.2  29.1  30.5  25.0 99.0 99.00
2021 08 05 20 20  52  4.7  6.2 99.00 99.00 99.00 999 1016.1  29.1  30.5  25.2 99.0 99.00
2021 08 05 20 30  46  5.8  7.0 99.00 99.00 99.00 999 1016.0  29.1  30.5  25.0 99.0 99.00
2021 08 05 20 40  43  5.8  6.9  0.50  5.26  3.95 145 1015.6  29.0  30.5  25.0 99.0 99.00
2021 08 05 20 50  48  5.3  6.4 99.00 99.00 99.00 999 1015.5  28.9  30.5  24.7 99.0 99.00
2021 08 05 21 00  49  5.6  7.2 99.00 99.00 99.00 999 1015.4  28.9  30.5  24.9 99.0 99.00
2021 08 05 21 10  50  5.7  6.9 99.00 99.00 99.00 999 1015.3  28.9  30.5  25.2 99.0 99.00
2021 08 05 21 20  51  5.9  7.2 99.00 99.00 99.00 999 1015.2  28.9  30.5  25.3 99.0 99.00
2021 08 05 21 30  57  5.9  7.0 99.00 99.00 99.00 999 1015.3  29.0  30.5  25.4 99.0 99.00
2021 08 05 21 40  63  5.9  7.0  0.52  5.00  3.68 151 1015.4  28.9  30.5  25.1 99.0 99.00
2021 08 05 21 50  64  5.6  6.7 99.00 99.00 99.00 999 1015.4  28.9  30.4  25.1 99.0 99.00
2021 08 05 22 00  68  5.1  6.4 99.00 99.00 99.00 999 1015.3  28.9  30.4  25.3 99.0 99.00
2021 08 05 22 10  70  4.8  5.9 99.00 99.00 99.00 999 1015.4  29.0  30.4  25.3 99.0 99.00
2021 08 05 22 20  62  4.7  5.9 99.00 99.00 99.00 999 1015.3  29.0  30.4  25.4 99.0 99.00
2021 08 05 22 30  61  5.1  6.4 99.00 99.00 99.00 999 1015.2  28.9  30.4  25.4 99.0 99.00
2021 08 05 22 40  69  5.6  6.4  0.54  5.26  3.53 155 1014.9  28.9  30.4  25.2 99.0 99.00
2021 08 05 22 50  73  5.6  6.8 99.00 99.00 99.00 999 1014.9  28.9  30.4  25.4 99.0 99.00
2021 08 05 23 00  74  5.9  7.1 99.00 99.00 99.00 999 1015.0  28.8  30.4  25.7 99.0 99.00
2021 08 05 23 10  77  5.6  6.9 99.00 99.00 99.00 999 1015.0  28.8  30.4  25.7 99.0 99.00
2021 08 05 23 20  77  5.8  6.8 99.00 99.00 99.00 999 1015.1  28.7  30.4  25.7 99.0 99.00
2021 08 05 23 30  85  5.3  6.5 99.00 99.00 99.00 999 1015.0  28.7  30.4  25.7 99.0 99.00
2021 08 05 23 40  86  5.5  6.5  0.59  5.26  3.62 152 1015.0  28.7  30.4  25.5 99.0 99.00
2021 08 05 23 50  89  5.5  6.7 99.00 99.00 99.00 999 1015.1  28.8  30.3  25.6 99.0 99.00
2021 08 06 00 00  93  5.2  6.5 99.00 99.00 99.00 999 1015.3  28.8  30.3  25.8 99.0 99.00
2021 08 06 00 10  93  5.1  6.1 99.00 99.00 99.00 999 1015.4  28.8  30.3  25.8 99.0 99.00
2021 08 06 00 20  94  5.4  6.8 99.00 99.00 99.00 999 1015.3  28.8  30.3  25.7 99.0 99.00
2021 08 06 00 30  98  5.5  6.7 99.00 99.00 99.00 999 1015.3  28.8  30.3  25.8 99.0 99.00
2021 08 06 00 40  96  6.1  7.7  0.56  5.26  3.58 152 1015.2  28.8  30.3  25.8 99.0 99.00
2021 08 06 00 50  97  6.0  7.3 99.00 99.00 99.00 999 1015.3  28.8  30.3  25.8 99.0 99.00
2021 08 06 01 00  97  6.4  8.0 99.00 99.00 99.00 999 1015.1  28.9  30.3  25.8 99.0 99.00
2021 08 06 01 10  97  6.4  7.6 99.00 99.00 99.00 999 1015.1  28.9  30.3  25.9 99.0 99.00
2021 08 06 01 20  97  6.3  7.4 99.00 99.00 99.00 999 1015.2  29.0  30.3  26.0 99.0 99.00
2021 08 06 01 30  95  6.6  8.4 99.00 99.00 99.00 999 1015.2  29.0  30.3  25.7 99.0 99.00
2021 08 06 01 40  95  6.7  8.2  0.64  5.26  3.58 156 1015.2  29.0  30.3  25.6 99.0 99.00
2021 08 06 01 50  96  6.3  7.7 99.00 99.00 99.00 999 1015.2  29.1  30.3  25.7 99.0 99.00
2021 08 06 02 00  98  6.1  7.6 99.00 99.00 99.00 999 1015.2  29.1  30.3  25.7 99.0 99.00
2021 08 06 02 10  97  6.5  8.5 99.00 99.00 99.00 999 1015.2  29.1  30.3  25.8 99.0 99.00
2021 08 06 02 20  97  6.2  8.0 99.00 99.00 99.00 999 1015.3  29.1  30.3  25.8 99.0 99.00
2021 08 06 02 30  98  6.2  7.9 99.00 99.00 99.00 999 1015.5  29.1  30.3  25.9 99.0 99.00
2021 08 06 02 40 100  6.6  8.4  0.71  5.26  3.62 154 1015.5  29.1  30.3  26.0 99.0 99.00
2021 08 06 02 50  97  7.3  8.6 99.00 99.00 99.00 999 1015.7  28.9  30.3  26.3 99.0 99.00
2021 08 06 03 00  99  7.6  9.1 99.00 99.00 99.00 999 1015.9  28.9  30.2  26.2 99.0 99.00
2021 08 06 03 10  99  7.4  9.0 99.00 99.00 99.00 999 1016.0  28.9  30.2  26.1 99.0 99.00
2021 08 06 03 20 100  7.1  8.5 99.00 99.00 99.00 999 1016.2  28.9  30.2  26.1 99.0 99.00
2021 08 06 03 30 106  6.4  8.0 99.00 99.00 99.00 999 1016.4  28.9  30.2  26.0 99.0 99.00
2021 08 06 03 40 102  5.9  6.9  0.73  3.23  3.60  86 1016.6  28.9  30.2  26.0 99.0 99.00
2021 08 06 03 50 113  6.0  7.2 99.00 99.00 99.00 999 1016.6  29.0  30.2  26.0 99.0 99.00
2021 08 06 04 00 114  6.1  7.2 99.00 99.00 99.00 999 1016.7  28.9  30.2  26.0 99.0 99.00
2021 08 06 04 10 116  5.9  7.0 99.00 99.00 99.00 999 1016.7  28.9  30.2  25.7 99.0 99.00
2021 08 06 04 20 111  5.7  6.9 99.00 99.00 99.00 999 1016.8  29.0  30.2  25.9 99.0 99.00
2021 08 06 04 30 105  5.6  6.6 99.00 99.00 99.00 999 1016.9  29.0  30.2  26.1 99.0 99.00
2021 08 06 04 40 107  5.2  6.5  0.72  3.57  3.81  86 1017.1  29.0  30.2  25.9 99.0 99.00
2021 08 06 04 50 111  5.2  6.6 99.00 99.00 99.00 999 1017.0  29.0  30.2  25.8 99.0 99.00
2021 08 06 05 00 107  5.3  6.5 99.00 99.00 99.00 999 1016.8  29.0  30.2  25.9 99.0 99.00
2021 08 06 05 10 108  5.3  6.6 99.00 99.00 99.00 999 1016.7  28.9  30.2  25.9 99.0 99.00
2021 08 06 05 20 103  5.5  6.8 99.00 99.00 99.00 999 1016.6  28.9  30.1  25.8 99.0 99.00
2021 08 06 05 30 106  6.0  7.5 99.00 99.00 99.00 999 1016.5  28.9  30.2  25.8 99.0 99.00
2021 08 06 05 40 105  6.3  7.5  0.76  5.56  3.89 144 1016.5  28.9  30.2  25.8 99.0 99.00
2021 08 06 05 50 112  6.5  7.6 99.00 99.00 99.00 999 1016.3  28.9  30.2  25.7 99.0 99.00
2021 08 06 06 00 112  6.4  7.8 99.00 99.00 99.00 999 1016.3  28.9  30.2  25.9 99.0 99.00
2021 08 06 06 10 116  6.3  7.6 99.00 99.00 99.00 999 1016.2  29.0  30.2  26.0 99.0 99.00
2021 08 06 06 20 115  6.2  7.5 99.00 99.00 99.00 999 1016.3  29.0  30.2  25.9 99.0 99.00
2021 08 06 06 30 121  5.7  7.1 99.00 99.00 99.00 999 1016.3  29.0  30.2  26.0 99.0 99.00
2021 08 06 06 40 123  5.3  6.8  0.83  5.00  3.95 139 1016.2  29.1  30.2  26.1 99.0 99.00
2021 08 06 06 50 125  5.5  6.6 99.00 99.00 99.00 999 1016.2  29.1  30.2  26.1 99.0 99.00
2021 08 06 07 00 122  5.4  6.7 99.00 99.00 99.00 999 1016.2  29.1  30.2  26.1 99.0 99.00
2021 08 06 07 10 126  5.5  6.6 99.00 99.00 99.00 999 1016.1  29.1  30.2  26.1 99.0 99.00
2021 08 06 07 20 127  5.9  7.4 99.00 99.00 99.00 999 1016.0  29.1  30.2  26.2 99.0 99.00
2021 08 06 07 30 127  5.5  7.1 99.00 99.00 99.00 999 1015.9  29.1  30.2  26.3 99.0 99.00
2021 08 06 07 40 126  5.7  7.0  0.80  5.00  4.00 131 1015.8  29.1  30.1  26.3 99.0 99.00
2021 08 06 07 50 132  5.7  7.1 99.00 99.00 99.00 999 1015.9  29.1  30.1  26.3 99.0 99.00
2021 08 06 08 00 142  6.2  7.6 99.00 99.00 99.00 999 1015.7  29.2  30.1  26.2 99.0 99.00
2021 08 06 08 10 139  6.0  7.5 99.00 99.00 99.00 999 1015.5  29.2  30.1  26.1 99.0 99.00
2021 08 06 08 20 142  5.8  7.0 99.00 99.00 99.00 999 1015.7  29.2  30.1  26.1 99.0 99.00
2021 08 06 08 30 151  5.6  6.8 99.00 99.00 99.00 999 1015.8  29.2  30.1  26.1 99.0 99.00
2021 08 06 08 40 154  5.4  6.9 99.00 99.00 99.00 999 1015.9  29.3  30.1  26.1 99.0 99.00
2021 08 06 08 50 158  5.3  6.3 99.00 99.00 99.00 999 1015.8  29.3  30.1  26.1 99.0 99.00
2021 08 06 09 00 160  5.5  7.4 99.00 99.00 99.00 999 1015.8  29.3  30.1  26.1 99.0 99.00
2021 08 06 09 10 172  7.5  9.6 99.00 99.00 99.00 999 1015.7  29.0  30.1  25.2 99.0 99.00
2021 08 06 09 20 189  8.2 10.7 99.00 99.00 99.00 999 1016.0  28.3  30.1  23.4 99.0 99.00
2021 08 06 09 30 198  5.8  7.3 99.00 99.00 99.00 999 1015.9  28.8  30.1  23.1 99.0 99.00
2021 08 06 09 40 191  5.0  6.0  0.80  5.26  4.01 129 1016.1  29.2  30.1  23.7 99.0 99.00
2021 08 06 09 50 181  4.1  5.0 99.00 99.00 99.00 999 1015.9  29.1  30.1  25.1 99.0 99.00
2021 08 06 10 00 179  3.5  4.4 99.00 99.00 99.00 999 1015.9  28.9  30.1  25.1 99.0 99.00
2021 08 06 10 10 181  2.9  3.9 99.00 99.00 99.00 999 1015.9  28.8  30.1  24.7 99.0 99.00
2021 08 06 10 20 182  3.4  4.5 99.00 99.00 99.00 999 1015.9  29.1  30.1  24.6 99.0 99.00
2021 08 06 10 30 191  3.4  4.6 99.00 99.00 99.00 999 1015.7  29.1  30.1  24.5 99.0 99.00
2021 08 06 10 40 172  5.0  7.5  0.78  5.56  4.14 137 1015.6  28.9  30.1  24.7 99.0 99.00
2021 08 06 10 50 172  4.2  5.5 99.00 99.00 99.00 999 1015.7  28.9  30.1  25.4 99.0 99.00
2021 08 06 11 00 178  3.8  5.3 99.00 99.00 99.00 999 1015.7  29.1  30.1  25.2 99.0 99.00
2021 08 06 11 10 187  3.5  5.3 99.00 99.00 99.00 999 1015.8  29.0  30.1  25.0 99.0 99.00
2021 08 06 11 20 206  2.6  6.4 99.00 99.00 99.00 999 1015.7  29.0  30.1  25.2 99.0 99.00
2021 08 06 11 30 188  6.2  8.6 99.00 99.00 99.00 999 1015.8  29.1  30.1  24.4 99.0 99.00
2021 08 06 11 40 179  4.9  6.8  0.80  7.14  4.20 163 1016.0  29.1  30.1  23.1 99.0 99.00
2021 08 06 11 50 186  4.2  5.4 99.00 99.00 99.00 999 1016.1  29.2  30.1  24.8 99.0 99.00
2021 08 06 12 00 193  5.1  6.7 99.00 99.00 99.00 999 1016.1  29.2  30.1  25.5 99.0 99.00
2021 08 06 12 10 187  6.4  9.0 99.00 99.00 99.00 999 1016.2  29.1  30.1  25.3 99.0 99.00
2021 08 06 12 20 188  6.0  7.1 99.00 99.00 99.00 999 1016.3  29.0  30.1  24.9 99.0 99.00
2021 08 06 12 30 200  5.9  7.6 99.00 99.00 99.00 999 1016.5  28.9  30.1  24.8 99.0 99.00
2021 08 06 12 40 192  4.4  5.6  0.81  6.67  4.19 157 1016.6  28.8  30.1  24.8 99.0 99.00
2021 08 06 12 50 194  3.7  4.8 99.00 99.00 99.00 999 1016.6  28.9  30.1  25.0 99.0 99.00
2021 08 06 13 00 196  3.8  4.6 99.00 99.00 99.00 999 1016.7  29.0  30.1  25.1 99.0 99.00
2021 08 06 13 10 194  3.5  4.3 99.00 99.00 99.00 999 1016.8  29.1  30.0  25.5 99.0 99.00
2021 08 06 13 20 197  3.5  4.4 99.00 99.00 99.00 999 1017.0  29.1  30.0  25.6 99.0 99.00
2021 08 06 13 30 193  3.2  4.3 99.00 99.00 99.00 999 1017.1  29.2  30.0  25.6 99.0 99.00
2021 08 06 13 40 193  3.1  4.3  0.83  6.67  4.31 156 1017.2  29.2  30.0  25.8 99.0 99.00
2021 08 06 13 50 159  2.6  3.5 99.00 99.00 99.00 999 1017.4  29.2  30.0  25.8 99.0 99.00
2021 08 06 14 00 154  2.5  3.8 99.00 99.00 99.00 999 1017.4  29.2  30.0  25.7 99.0 99.00
2021 08 06 14 10 175  3.2  5.0 99.00 99.00 99.00 999 1017.4  29.2  30.0  25.6 99.0 99.00
2021 08 06 14 20 180  3.8  4.9 99.00 99.00 99.00 999 1017.5  29.3  30.0  25.2 99.0 99.00
2021 08 06 14 30 181  4.0  5.3 99.00 99.00 99.00 999 1017.5  29.4  30.0  25.2 99.0 99.00
2021 08 06 14 40 181  4.0  5.2  0.80  6.25  4.41 153 1017.5  29.4  30.0  25.3 99.0 99.00
2021 08 06 14 50 185  4.1  4.9 99.00 99.00 99.00 999 1017.6  29.5  30.0  25.3 99.0 99.00
2021 08 06 15 00 181  3.2  4.3 99.00 99.00 99.00 999 1017.7  29.5  30.0  25.0 99.0 99.00
2021 08 06 15 10 179  3.2  4.1 99.00 99.00 99.00 999 1017.8  29.6  30.1  25.1 99.0 99.00
2021 08 06 15 20 170  3.3  4.5 99.00 99.00 99.00 999 1017.8  29.6  30.1  24.9 99.0 99.00
2021 08 06 15 30 173  3.3  4.3 99.00 99.00 99.00 999 1017.9  29.6  30.1  24.8 99.0 99.00
2021 08 06 15 40 177  3.1  3.9  0.84  5.26  4.45 123 1017.9  29.6  30.1  24.9 99.0 99.00
2021 08 06 15 50 179  3.2  4.2 99.00 99.00 99.00 999 1017.9  29.7  30.1  24.7 99.0 99.00
2021 08 06 16 00 171  3.1  4.1 99.00 99.00 99.00 999 1017.9  29.7  30.1  24.7 99.0 99.00
2021 08 06 16 10 171  3.3  4.4 99.00 99.00 99.00 999 1017.9  29.7  30.1  24.7 99.0 99.00
2021 08 06 16 20 172  3.8  4.9 99.00 99.00 99.00 999 1017.9  29.7  30.1  24.8 99.0 99.00
2021 08 06 16 30 165  3.9  4.9 99.00 99.00 99.00 999 1017.9  29.7  30.1  24.9 99.0 99.00
2021 08 06 16 40 169  3.9  5.1  0.76  5.88  4.44 150 1017.9  29.7  30.2  24.7 99.0 99.00
2021 08 06 16 50 172  3.5  4.6 99.00 99.00 99.00 999 1017.9  29.8  30.2  25.0 99.0 99.00
2021 08 06 17 00 172  3.5  4.6 99.00 99.00 99.00 999 1017.7  29.7  30.2  24.6 99.0 99.00
2021 08 06 17 10 165  3.9  5.2 99.00 99.00 99.00 999 1017.6  29.8  30.2  24.6 99.0 99.00
2021 08 06 17 20 171  3.9  4.8 99.00 99.00 99.00 999 1017.6  29.8  30.2  24.6 99.0 99.00
2021 08 06 17 30 169  4.1  5.1 99.00 99.00 99.00 999 1017.6  29.8  30.2  24.7 99.0 99.00
2021 08 06 17 40 176  4.1  5.0  0.75  6.25  4.46 154 1017.6  29.8  30.3  24.6 99.0 99.00
2021 08 06 17 50 174  3.7  4.6 99.00 99.00 99.00 999 1017.5  29.8  30.3  25.0 99.0 99.00
2021 08 06 18 00 174  3.5  4.5 99.00 99.00 99.00 999 1017.3  29.8  30.3  25.1 99.0 99.00
2021 08 06 18 10 169  3.9  5.3 99.00 99.00 99.00 999 1017.2  29.8  30.3  25.2 99.0 99.00
2021 08 06 18 20 169  4.6  5.6 99.00 99.00 99.00 999 1017.0  29.7  30.4  25.0 99.0 99.00
2021 08 06 18 30 164  4.3  5.9 99.00 99.00 99.00 999 1017.0  29.8  30.4  25.1 99.0 99.00
2021 08 06 18 40 166  4.3  5.4  0.71  5.26  4.46 122 1017.0  29.7  30.4  24.9 99.0 99.00
2021 08 06 18 50 164  4.4  5.4 99.00 99.00 99.00 999 1016.9  29.7  30.4  24.9 99.0 99.00
2021 08 06 19 00 162  4.5  5.5 99.00 99.00 99.00 999 1016.8  29.7  30.4  24.7 99.0 99.00
2021 08 06 19 10 166  4.6  5.6 99.00 99.00 99.00 999 1016.8  29.7  30.4  24.9 99.0 99.00
2021 08 06 19 20 165  5.0  6.4 99.00 99.00 99.00 999 1016.9  29.8  30.4  25.2 99.0 99.00
2021 08 06 19 30 169  5.2  6.4 99.00 99.00 99.00 999 1016.9  29.8 999.0  25.0 99.0 99.00
2021 08 06 19 40 173  4.9  6.0  0.70  6.25  4.25 150 1016.7  29.8  30.5  24.9 99.0 99.00
2021 08 06 19 50 164  5.2  6.3 99.00 99.00 99.00 999 1016.7  29.8  30.5  24.8 99.0 99.00
2021 08 06 20 00 164  4.4  5.6 99.00 99.00 99.00 999 1016.5  29.8  30.5  25.0 99.0 99.00
2021 08 06 20 10 156  4.4  6.1 99.00 99.00 99.00 999 1016.4  29.8  30.5  24.8 99.0 99.00
2021 08 06 20 20 161  4.2  5.5 99.00 99.00 99.00 999 1016.3  29.8  30.5  25.2 99.0 99.00
2021 08 06 20 30 154  4.4  5.6 99.00 99.00 99.00 999 1016.2  29.8  30.5  25.0 99.0 99.00
2021 08 06 20 40 160  4.0  5.0  0.68  6.25  4.16 147 1016.1  29.9  30.5  24.6 99.0 99.00
2021 08 06 20 50 154  4.2  5.4 99.00 99.00 99.00 999 1016.0  30.0  30.5  24.5 99.0 99.00
2021 08 06 21 00 154  4.5  5.5 99.00 99.00 99.00 999 1015.9  29.9  30.5  24.5 99.0 99.00
2021 08 06 21 10 151  4.5  5.6 99.00 99.00 99.00 999 1015.6  30.0  30.5  24.2 99.0 99.00
2021 08 06 21 20 150  4.3  5.5 99.00 99.00 99.00 999 1015.6  30.0  30.5  24.8 99.0 99.00
2021 08 06 21 30 153  4.3  5.5 99.00 99.00 99.00 999 1015.5  29.9  30.5  24.9 99.0 99.00
2021 08 06 21 40 151  4.1  5.2  0.68  5.88  4.22 158 1015.5  29.9  30.5  25.1 99.0 99.00
2021 08 06 21 50 154  4.4  5.4 99.00 99.00 99.00 999 1015.4  29.9  30.5  25.4 99.0 99.00
2021 08 06 22 00 144  4.4  5.5 99.00 99.00 99.00 999 1015.3  29.9  30.5  25.6 99.0 99.00
2021 08 06 22 10 142  4.7  5.9 99.00 99.00 99.00 999 1015.2  29.8  30.5  25.6 99.0 99.00
2021 08 06 22 20 147  4.7  5.6 99.00 99.00 99.00 999 1015.1  29.9  30.5  25.6 99.0 99.00
2021 08 06 22 30 143  4.7  5.9 99.00 99.00 99.00 999 1015.0  29.9  30.5  25.7 99.0 99.00
2021 08 06 22 40 148  4.8  5.9  0.70  5.88  4.15 156 1014.9  29.9 999.0  25.8 99.0 99.00
2021 08 06 22 50 165  5.6  7.1 99.00 99.00 99.00 999 1015.0  29.9 999.0  26.0 99.0 99.00
2021 08 06 23 00 164  5.6  7.0 99.00 99.00 99.00 999 1015.1  29.8  30.5  25.8 99.0 99.00
2021 08 06 23 10 158  5.6  7.3 99.00 99.00 99.00 999 1015.0  29.9  30.5  25.7 99.0 99.00
2021 08 06 23 20 159  5.9  7.2 99.00 99.00 99.00 999 1015.0  29.9  30.5  25.4 99.0 99.00
2021 08 06 23 30 159  5.8  7.1 99.00 99.00 99.00 999 1015.1  29.9  30.5  25.2 99.0 99.00
2021 08 06 23 40 160  5.6  6.9  0.63  5.88  3.94 154 1015.0  29.9  30.5  25.6 99.0 99.00
2021 08 06 23 50 157  5.3  6.5 99.00 99.00 99.00 999 1015.0  29.8  30.5  25.7 99.0 99.00
2021 08 07 00 00 159  5.3  6.3 99.00 99.00 99.00 999 1015.1  29.8  30.5  25.3 99.0 99.00
2021 08 07 00 10 154  5.1  6.6 99.00 99.00 99.00 999 1015.1  29.8  30.5  25.5 99.0 99.00
2021 08 07 00 20 154  4.7  6.2 99.00 99.00 99.00 999 1015.1  29.8  30.5  25.7 99.0 99.00
2021 08 07 00 30 146  4.6  5.8 99.00 99.00 99.00 999 1015.1  29.7  30.5  25.8 99.0 99.00
2021 08 07 00 40 144  4.7  5.8  0.63  5.88  3.95 151 1015.1  29.7  30.5  25.9 99.0 99.00
2021 08 07 00 50 144  4.4  5.8 99.00 99.00 99.00 999 1015.2  29.7  30.5  26.0 99.0 99.00
2021 08 07 01 00 147  4.5  5.6 99.00 99.00 99.00 999 1015.1  29.7  30.5  25.8 99.0 99.00
2021 08 07 01 10 147  4.8  5.8 99.00 99.00 99.00 999 1015.1  29.8  30.4  25.6 99.0 99.00
2021 08 07 01 20 148  5.2  6.3 99.00 99.00 99.00 999 1015.1  29.8  30.4  25.4 99.0 99.00
2021 08 07 01 30 154  5.4  6.4 99.00 99.00 99.00 999 1015.0  29.8  30.4  25.2 99.0 99.00
2021 08 07 01 40 154  5.4  6.5  0.63  5.88  4.09 154 1015.0  29.8  30.4  25.1 99.0 99.00
2021 08 07 01 50 155  5.3  6.4 99.00 99.00 99.00 999 1015.1  29.8  30.4  25.2 99.0 99.00
2021 08 07 02 00 155  5.1  6.3 99.00 99.00 99.00 999 1015.1  29.8  30.4  25.3 99.0 99.00
2021 08 07 02 10 153  5.4  6.6 99.00 99.00 99.00 999 1015.2  29.8  30.4  25.6 99.0 99.00
2021 08 07 02 20 150  5.4  6.6 99.00 99.00 99.00 999 1015.3  29.8  30.4  25.5 99.0 99.00
2021 08 07 02 30 148  6.2  7.3 99.00 99.00 99.00 999 1015.4  29.8  30.4  25.3 99.0 99.00
2021 08 07 02 40 147  6.1  7.4  0.58  5.88  3.98 154 1015.4  29.8  30.4  25.3 99.0 99.00
2021 08 07 02 50 149  6.0  7.4 99.00 99.00 99.00 999 1015.5  29.8  30.4  25.7 99.0 99.00
